"filename", "language", "XML", "Groovy", "JSON with Comments", "kotlin", "JSON", "Dart", "Properties", "Markdown", "YAML", "JavaScript", "HTML", "C++", "Swift", "Shell Script", "comment", "blank", "total"
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/editingPages/transcriptionTextEditProvider.dart", "Dart", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 122
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/transcriptionPage.dart", "Dart", 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 29, 23, 337
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/transcriptionPageProvider.dart", "Dart", 0, 0, 0, 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 16, 31, 353
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/login/loginPage.dart", "Dart", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 141
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/login/loginPages/confirmSignUpPage.dart", "Dart", 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 234
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/login/loginPages/createLogin.dart", "Dart", 0, 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 261
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/login/loginPages/signInPage.dart", "Dart", 0, 0, 0, 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 276
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/providers/amplifyAuthProvider.dart", "Dart", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 54
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/providers/amplifyDataStoreProvider.dart", "Dart", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 20, 9, 90
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/providers/amplifyStorageProvider.dart", "Dart", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 31, 15, 164
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/providers/colorProvider.dart", "Dart", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 87
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/providers/languageProvider.dart", "Dart", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 25, 8, 86
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/transcription/transcriptionChatWidget.dart", "Dart", 0, 0, 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 49, 25, 343
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/transcription/transcriptionParsing.dart", "Dart", 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36, 203
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/transcription/transcriptionProvider.dart", "Dart", 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 88, 22, 342
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/transcription/transcriptionToDocx.dart", "Dart", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 85
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/utilities/responsiveLayout.dart", "Dart", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/utilities/routes.dart", "Dart", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/utilities/standardWidgets.dart", "Dart", 0, 0, 0, 0, 0, 367, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 400
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/utilities/theme.dart", "Dart", 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 314
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/mellonnSpeak.code-workspace", "JSON with Comments", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/package-lock.json", "JSON", 0, 0, 0, 0, 29760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29761
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/package.json", "JSON", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 43, 14, 104
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 14, 6, 99
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/web/manifest.json", "JSON", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"Total", "-", 128, 100, 9, 5, 30065, 6646, 8, 43, 47, 67, 79, 1, 12, 11, 870, 749, 38840
