"filename", "language", "YAML", "Dart", "JSON with Comments", "JSON", "Markdown", "Groovy", "Properties", "XML", "kotlin", "Swift", "JavaScript", "TypeScript", "GraphQL", "HTML", "Shell Script", "Ruby", "C", "comment", "blank", "total"
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json", "JSON", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/ios/Runner/Base.lproj/LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/ios/Runner/Base.lproj/Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 30
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/ios/Runner/Runner-Bridging-Header.h", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/ios/Share Extension/Base.lproj/MainInterface.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 25
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/ios/Share Extension/ShareViewController.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 17, 59, 342
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/README.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 34
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/awsDatabase/README.md", "Markdown", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/awsDatabase/recordingElement.dart", "Dart", 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 219
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/main.dart", "Dart", 0, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 28, 397
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/models/ModelProvider.dart", "Dart", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 50
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/models/README.md", "Markdown", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/models/Recording.dart", "Dart", 0, 290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 49, 358
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/models/Version.dart", "Dart", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 33, 217
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/README.md", "Markdown", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 24
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/homePageMobile.dart", "Dart", 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 205
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/homePageTab.dart", "Dart", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 163
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/profilePage.dart", "Dart", 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 359
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/profilePageProvider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/profilePageTab.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/promotion/getPromotionPage.dart", "Dart", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 262
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/settings/settingsPage.dart", "Dart", 0, 387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 430
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/settings/settingsProvider.dart", "Dart", 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 20, 294
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/settings/superDev/devPages/addBenefitPage.dart", "Dart", 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 228
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/settings/superDev/devPages/createPromotionPage.dart", "Dart", 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 319
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/profile/settings/superDev/superDevPage.dart", "Dart", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 126
"/Users/joakimrosenfeldtpedersen/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/record/recordPage.dart", "Dart", 0, 657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 680
