"filename", "language", "JSON", "Dart", "comment", "blank", "total"
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/assets/json/946c8d5d-3207-4e64-8d52-bf51c287db11.json", "JSON", 1, 0, 0, 0, 1
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/editingPages/speakerEdit/transcriptionEditPage.dart", "Dart", 0, 31, 6, 3, 40
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/editingPages/speakerEdit/transcriptionEditProvider.dart", "Dart", 0, 2, 0, 0, 2
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/editingPages/textEdit/transcriptionTextEditPage.dart", "Dart", 0, 133, 6, 6, 145
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/editingPages/textEdit/transcriptionTextEditProvider.dart", "Dart", 0, 233, 14, 29, 276
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/transcriptionPage.dart", "Dart", 0, 1, 0, 0, 1
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/pages/home/recordings/transcriptionPages/transcriptionPageProvider.dart", "Dart", 0, 6, 0, 0, 6
"/Users/joakimrosenfeldtpedersen/Documents/Github/Mellonn-Speak/mellonnSpeak/lib/transcription/transcriptionProvider.dart", "Dart", 0, 1, 0, 0, 1
"Total", "-", 1, 407, 26, 38, 472
